,customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
994,YE97964,California,F,Bachelor,16464.3659,27760.0,104.0,0.0,Personal Auto,SUV,302.764283
995,VA30351,Oregon,F,High School or Below,5595.3899,74454.0,71.0,0.0,Personal Auto,Four-Door Car,340.8
996,PV55726,Oregon,F,Master,4170.6873,29462.0,107.0,1.0,Personal Auto,SUV,513.6
997,UC88305,Arizona,F,College,2665.4471000000003,52266.0,68.0,0.0,Corporate Auto,Two-Door Car,141.922839
998,TS53809,Oregon,M,Bachelor,7098.9141,0.0,70.0,0.0,Personal Auto,Two-Door Car,349.783046
999,ZV32120,California,M,Doctor,3971.3451,23599.0,103.0,0.0,Corporate Auto,SUV,494.4
1000,FB80807,Oregon,M,Bachelor,5528.2128,36088.0,72.0,0.0,Personal Auto,Four-Door Car,345.6
1001,AS55677,California,F,High School or Below,8338.995799999999,70534.0,104.0,0.0,Personal Auto,Four-Door Car,54.065538
1002,WA15684,Oregon,M,College,38445.855899999995,27398.0,125.0,1.0,Personal Auto,SUV,600.0
1003,SA50567,Nevada,M,Bachelor,5448.5552,85296.0,68.0,0.0,Personal Auto,Four-Door Car,342.515136
1004,KJ31611,Arizona,M,High School or Below,10808.066,31063.0,92.0,0.0,Personal Auto,Four-Door Car,441.6
1005,VL37375,California,M,Bachelor,6185.096500000001,0.0,92.0,0.0,Personal Auto,Two-Door Car,1027.177255
1006,KN21017,Nevada,M,High School or Below,3208.2259000000004,52367.0,81.0,0.0,Personal Auto,Four-Door Car,275.989978
1007,PX44289,Arizona,M,College,5480.1041000000005,58651.0,71.0,0.0,Personal Auto,Four-Door Car,472.599683
1008,AM97901,Nevada,F,College,22986.1539,84831.0,192.0,0.0,Special Auto,Luxury,1336.931716
1009,RE42925,Oregon,M,Bachelor,13107.9259,49088.0,114.0,1.0,Corporate Auto,SUV,547.2
1010,TR81766,California,F,College,7462.9263,70263.0,93.0,0.0,Corporate Auto,Two-Door Car,7.345946
1011,CH85057,Oregon,F,Doctor,11463.991000000002,45354.0,285.0,0.0,Personal Auto,Luxury,540.141566
1012,UP71482,Arizona,M,High School or Below,7236.1325,0.0,63.0,0.0,Personal Auto,Four-Door Car,383.363758
1013,EG40670,California,F,Bachelor,6232.687900000001,28334.0,83.0,0.0,Special Auto,Four-Door Car,537.765151
1014,HV83672,Oregon,F,Bachelor,28393.3299,38772.0,90.0,0.0,Personal Auto,Four-Door Car,321.873474
1015,MG10140,Oregon,F,College,3746.7515999999996,41479.0,94.0,1.0,Personal Auto,Two-Door Car,19.575683
1016,TC44716,California,M,Bachelor,21569.3373,23909.0,119.0,0.0,Personal Auto,SUV,571.2
1017,QO65264,California,M,College,5012.0837,48328.0,63.0,0.0,Personal Auto,Two-Door Car,108.138715
1018,EB66698,California,M,High School or Below,3371.8584,86689.0,85.0,0.0,Corporate Auto,Two-Door Car,408.0
1019,OT52034,California,M,Bachelor,3864.7768,24204.0,99.0,1.0,Personal Auto,Four-Door Car,707.303416
1020,CH85444,Oregon,M,College,4145.7119,25943.0,110.0,0.0,Corporate Auto,Two-Door Car,1067.333126
1021,PU85769,California,M,High School or Below,5156.072700000001,0.0,73.0,0.0,Personal Auto,Four-Door Car,807.947292
1022,UI73201,California,M,College,3667.375,62375.0,92.0,0.0,Personal Auto,Two-Door Car,618.630955
1023,SL50592,California,F,High School or Below,7835.6835,0.0,71.0,0.0,Corporate Auto,Four-Door Car,404.272806
1024,XP11075,Arizona,M,Bachelor,14567.2684,0.0,148.0,0.0,Personal Auto,SUV,710.4
1025,SI31236,Oregon,M,Bachelor,10171.339,70200.0,65.0,0.0,Corporate Auto,Four-Door Car,312.0
1026,JN26745,Nevada,F,Bachelor,4135.7752,0.0,112.0,0.0,Special Auto,Four-Door Car,707.977614
1027,VK48036,Oregon,F,College,5511.4911,79027.0,70.0,0.0,Corporate Auto,Four-Door Car,336.0
1028,JX76668,Washington,F,High School or Below,11314.2439,62935.0,141.0,0.0,Personal Auto,Luxury,232.242326
1029,DS45802,California,F,High School or Below,5414.6173,26893.0,68.0,0.0,Personal Auto,Four-Door Car,68.226001
1030,OA96690,Oregon,F,High School or Below,7421.5935,47406.0,94.0,1.0,Personal Auto,Four-Door Car,287.149807
1031,EM27919,California,M,Bachelor,4458.1134,17622.0,65.0,1.0,Personal Auto,Four-Door Car,312.0
1032,QO41043,Oregon,F,College,14476.1249,27572.0,124.0,0.0,Corporate Auto,SUV,595.2
1033,OV50124,Oregon,F,College,4936.8884,0.0,72.0,2.0,Personal Auto,Two-Door Car,391.636628
1034,PR31642,Oregon,F,Bachelor,4525.2765,32802.0,114.0,0.0,Personal Auto,SUV,547.2
1035,BU41599,Washington,F,Master,5581.7613,62739.0,70.0,0.0,Personal Auto,Two-Door Car,239.328571
1036,TK30357,California,F,Bachelor,14134.3474,90844.0,118.0,0.0,Personal Auto,SUV,232.674417
1037,NF31087,Nevada,F,High School or Below,24723.183100000002,44685.0,69.0,0.0,Personal Auto,Four-Door Car,331.2
1038,NH16984,California,F,Bachelor,2838.0678000000003,0.0,80.0,0.0,Personal Auto,Four-Door Car,336.50961
1039,OS75493,California,F,High School or Below,3848.4836,42589.0,98.0,0.0,Corporate Auto,Four-Door Car,470.4
1040,VT63298,Oregon,M,Bachelor,19504.473899999997,0.0,72.0,0.0,Personal Auto,Four-Door Car,345.6
1041,QS75550,Washington,F,Bachelor,2480.0459,93383.0,62.0,0.0,Corporate Auto,Two-Door Car,244.212286
1042,SZ16483,Arizona,F,High School or Below,4361.372899999999,79583.0,109.0,2.0,Personal Auto,Four-Door Car,523.2
1043,VM92311,Arizona,F,High School or Below,2529.0775,89129.0,64.0,0.0,Personal Auto,Four-Door Car,328.870868
1044,NJ46849,Arizona,M,College,2504.4448,0.0,69.0,0.0,Personal Auto,Four-Door Car,496.8
1045,WZ31900,Oregon,F,Bachelor,8649.7006,94389.0,107.0,0.0,Corporate Auto,SUV,85.063708
1046,RG30482,Oregon,F,College,13668.355300000001,0.0,197.0,0.0,Personal Auto,SUV,1418.4
1047,ZM86949,Oregon,F,High School or Below,20635.0846,84106.0,64.0,0.0,Personal Auto,Two-Door Car,334.408717
1048,QQ39596,Arizona,F,College,2517.5335999999998,0.0,69.0,0.0,Personal Auto,Four-Door Car,42.096415
1049,FH51383,California,F,High School or Below,5326.6777,76717.0,66.0,0.0,Personal Auto,Two-Door Car,300.528579
1050,BJ53923,Arizona,M,High School or Below,2600.2721,51978.0,66.0,0.0,Corporate Auto,Four-Door Car,144.782152
1051,CZ96653,Oregon,F,Bachelor,8534.792800000001,47325.0,107.0,0.0,Personal Auto,SUV,64.598216
1052,FB23788,Oregon,M,High School or Below,8828.835,86721.0,111.0,0.0,Corporate Auto,SUV,532.8
1053,NT43594,Nevada,F,Bachelor,2248.4496,24910.0,63.0,1.0,Personal Auto,Four-Door Car,347.857619
1054,RJ85627,Washington,F,Bachelor,12302.7624,43817.0,62.0,1.0,Personal Auto,Four-Door Car,245.447622
1055,KJ86296,Oregon,M,High School or Below,4556.593,0.0,73.0,2.0,Personal Auto,Four-Door Car,525.6
1056,PI47776,Oregon,F,Bachelor,2530.7051,89451.0,63.0,0.0,Corporate Auto,Four-Door Car,61.769564
1057,MD73554,California,M,College,5251.984,59537.0,66.0,0.0,Personal Auto,Two-Door Car,316.8
1058,UX92071,Oregon,M,High School or Below,6743.1193,0.0,199.0,0.0,Personal Auto,Luxury,955.2
1059,YG44474,Oregon,M,College,14014.7213,54193.0,117.0,0.0,Corporate Auto,SUV,720.752945
1060,UH45301,Oregon,M,College,9438.9156,86946.0,118.0,0.0,Personal Auto,Four-Door Car,340.656963
1061,RY92647,California,F,Bachelor,10506.7717,0.0,92.0,0.0,Personal Auto,Four-Door Car,546.524896
1062,IK12620,Arizona,F,High School or Below,4213.9186,12160.0,109.0,0.0,Personal Auto,Four-Door Car,489.411833
1063,GQ66762,California,M,College,4773.6864000000005,33701.0,63.0,0.0,Personal Auto,Four-Door Car,171.325856
1064,YT69858,Washington,F,Bachelor,5441.4201,85702.0,67.0,0.0,Personal Auto,Two-Door Car,249.085887
1065,XD85577,California,M,Bachelor,2842.2669,69417.0,73.0,1.0,Personal Auto,Four-Door Car,30.874869
1066,TM65736,Oregon,M,Master,3059.5503000000003,38644.0,78.0,1.0,Personal Auto,Four-Door Car,361.455219
1067,VJ51327,California,F,High School or Below,20314.9976,63209.0,102.0,2.0,Personal Auto,SUV,207.320041
1068,GS98873,Arizona,F,Bachelor,3239.1247,16061.0,88.0,0.0,Personal Auto,Four-Door Car,633.6
1069,CW49887,California,F,Master,4626.8011,79487.0,114.0,0.0,Special Auto,SUV,547.2
1070,MY31220,California,F,College,8997.0402,54230.0,112.0,0.0,Personal Auto,Two-Door Car,537.6
